,book_id,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count
1570,7437,"William S. Burroughs, James Grauerholz, Barry  Miles",1959.0,The Naked Lunch,Naked Lunch,en-US,3.46,55473
1571,25100,"Neil Gaiman, Kelley Jones, Charles Vess, Colleen Doran, Malcolm Jones III, Steve Erickson",1991.0,The Sandman: Dream Country,Dream Country (The Sandman #3),eng,4.28,67753
1572,5360,John Grisham,2001.0,A Painted House,A Painted House,eng,3.67,59974
1573,18423,"Ursula K. Le Guin, Lech Jęczmyk",1969.0,The Left Hand of Darkness,The Left Hand of Darkness,eng,4.05,61888
1574,3213286,"John Green, Maureen Johnson, Lauren Myracle",2008.0,Let It Snow: Three Holiday Romances,Let It Snow: Three Holiday Romances,eng,3.84,57632
1575,7912007,Stephen King,2010.0,"Full Dark, No Stars","Full Dark, No Stars",en-US,4.03,60672
1576,20696006,Atul Gawande,2014.0,Being Mortal: Medicine and What Matters in the End,Being Mortal: Medicine and What Matters in the End,eng,4.4,56510
1577,32439,Dean Koontz,1987.0,Intensity,Intensity,eng,4.04,58062
1578,6472246,Chelsea Handler,2010.0,Chelsea Chelsea Bang Bang,Chelsea Chelsea Bang Bang,en-US,3.81,55355
1579,37793,"Henrik Ibsen, Michael   Meyer",1879.0,Et dukkehjem,A Doll's House,eng,3.69,69450
1580,12658,James A. Michener,1959.0,Hawaii,Hawaii,en-GB,4.18,59963
1581,48328,Richard Yates,1961.0,Revolutionary Road,Revolutionary Road,eng,3.89,56550
1582,25373,"Rachel Cohn, David Levithan",2006.0,Nick & Norah's Infinite Playlist,Nick & Norah's Infinite Playlist,en-US,3.73,60372
1583,18545,"Tom Stoppard, Henry Popkin",1966.0,Rosencrantz and Guildenstern are Dead,Rosencrantz and Guildenstern Are Dead,eng,4.06,67077
1584,9409458,Maggie Stiefvater,2011.0,Forever,"Forever (The Wolves of Mercy Falls, #3)",eng,3.91,85034
1585,607639,Alex Garland,1996.0,The Beach,The Beach,eng,3.91,52333
1586,6617928,"Beth Hoffman, Jenna Lamia",2010.0,Saving CeeCee Honeycutt,Saving CeeCee Honeycutt,eng,3.92,54341
1587,10407279,Charlaine Harris,2012.0,Deadlocked,"Deadlocked (Sookie Stackhouse, #12)",eng,3.65,65932
1588,10579,Stephen King,2002.0,Everything's Eventual: 14 Dark Tales,Everything's Eventual: 14 Dark Tales,eng,3.94,60932
1591,7667,Michael Crichton,1996.0,Airframe,Airframe,eng,3.66,59229
1592,13812,Raymond E. Feist,1982.0,Magician,"Magician: Apprentice (The Riftwar Saga, #1)",en-US,4.17,62432
1593,854757,Jennifer Crusie,2004.0,Bet Me,Bet Me,eng,3.95,70737
1594,318431,Nelson Mandela,1994.0,Long Walk to Freedom: The Autobiography of Nelson Mandela,Long Walk to Freedom,eng,4.31,43927
1595,20707959,John Grisham,2014.0,Gray Mountain,Gray Mountain,eng,3.52,37379
1596,122,Bryce Courtenay,1989.0,The Power of One,"The Power of One (The Power of One, #1)",eng,4.34,57312
1597,29999,Dashiell Hammett,1930.0,The Maltese Falcon,The Maltese Falcon,eng,3.92,58742
1598,8949352,Kristin Hannah,2011.0,Night Road,Night Road,en-US,4.17,58028
1599,220970,Lee Child,1999.0,Tripwire,"Tripwire  (Jack Reacher, #3)",eng,4.07,55251
1600,26329,Daniel Goleman,1995.0,Emotional Intelligence,Emotional Intelligence: Why It Can Matter More Than IQ,eng,3.98,47661
1601,6585201,Jim Butcher,2010.0,Changes,"Changes (The Dresden Files, #12)",eng,4.54,66402
1603,270805,Ellen Hopkins,2007.0,Impulse,"Impulse (Impulse, #1)",en-US,4.29,59804
1604,6440,Walter Scott,1819.0,Ivanhoe,Ivanhoe,eng,3.75,65828
1605,86663,Janet Evanovich,2004.0,Ten Big Ones,"Ten Big Ones (Stephanie Plum, #10)",en-US,4.13,76052
1606,32506,Michael Connelly,1996.0,The Poet,"The Poet (Jack McEvoy, #1; Harry Bosch Universe, #5)",eng,4.19,56191
1607,7719245,Kiersten White,2010.0,Paranormalcy,"Paranormalcy (Paranormalcy, #1)",eng,3.91,79959
1608,7351574,Mark Cotta Vaz,2010.0,Eclipse: The Official Illustrated Movie Companion,"Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #3)",en-US,4.44,50084
1609,13127599,Adriana Trigiani,2012.0,The Shoemaker's Wife,The Shoemaker's Wife,eng,3.98,53378
1613,8680278,Jenny Han,2011.0,We'll Always Have Summer,"We'll Always Have Summer (Summer, #3)",en-US,4.17,68112
1614,6480781,"Andre Agassi, J.R. Moehringer",2009.0,Open: An Autobiography,Open,eng,4.18,47185
1615,136782,Anthony Horowitz,2000.0,Alex Rider: Stormbreaker,"Stormbreaker (Alex Rider, #1)",eng,3.97,67602
1616,21745,"Lee Child, Dick Hill",2002.0,Without Fail ,"Without Fail (Jack Reacher, #6)",eng,4.16,53411
1617,95617,"Francine Rivers, Richard Ferrone",1993.0,A Voice in the Wind,"A Voice in the Wind (Mark of the Lion, #1)",en-US,4.6,55556
1619,14817,Philip K. Dick,1977.0,A Scanner Darkly ,A Scanner Darkly,eng,4.04,54014
1621,162898,Mark Twain,1889.0,A Connecticut Yankee in King Arthur's Court,A Connecticut Yankee in King Arthur's Court,eng,3.76,50112
1622,106069,"Jeph Loeb, Tim Sale, Gregory Wright, Richard Starkings",1997.0,Batman: The Long Halloween,Batman: The Long Halloween,eng,4.29,54781
1625,5217282,Brandon Mull,2009.0,"Fablehaven: Secrets of the Dragon Sanctuary (Fablehaven, #4)","Secrets of the Dragon Sanctuary (Fablehaven, #4)",eng,4.35,60744
1626,3507,Janet Evanovich,2006.0,Twelve Sharp,"Twelve Sharp (Stephanie Plum, #12)",eng,4.14,74747
1627,12287209,Hugh Howey,2011.0,Wool,"Wool (Wool, #1)",eng,4.12,59191
1628,13662,Ursula K. Le Guin,1970.0,The Tombs of Atuan,"The Tombs of Atuan (Earthsea Cycle, #2)",eng,4.07,61457
1629,3475161,Jim Butcher,2009.0,Turn Coat,"Turn Coat (The Dresden Files, #11)",en-US,4.45,64089
1630,608474,"Arthur Conan Doyle, Peter Ackroyd, Ed Glinert",1890.0,The Sign of Four,The Sign of Four,eng,3.96,60469
1632,31338,Anne Rice,1995.0,Memnoch The Devil,"Memnoch the Devil (The Vampire Chronicles, #5)",eng,3.73,62641
1633,2402971,Michael Scott,2008.0,The Magician: The Secrets of The Immortal Nicholas Flamel,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",eng,4.09,67539
1634,766955,"Doreen Cronin, Betsy Lewin",1999.0,"Click, Clack, Moo: Cows That Type","Click, Clack, Moo: Cows That Type",eng,4.23,67171
1635,1412138,Patricia Briggs,2008.0,Iron Kissed,"Iron Kissed (Mercy Thompson, #3)",en-US,4.36,83051
1636,9378297,Kendare Blake,2011.0,Anna Dressed in Blood,"Anna Dressed in Blood (Anna, #1)",en-US,3.96,72732
1638,310146,Avi,1990.0,The True Confessions of Charlotte Doyle,The True Confessions of Charlotte Doyle,eng,3.81,67608
1639,4929705,Robert Goolrick,2009.0,A Reliable Wife,A Reliable Wife,en-US,3.25,58348
1640,248596,Ray Bradbury,1962.0,Something Wicked This Way Comes,"Something Wicked This Way Comes (Green Town, #2)",eng,3.95,64813
1641,11334,Toni Morrison,1977.0,Song of Solomon,Song of Solomon,eng,4.01,59756
1643,227571,Leif Enger,2001.0,Peace Like a River,Peace Like a River,en-US,3.98,59642
1644,22285,Chuck Palahniuk,2007.0,Rant: An Oral Biography of Buster Casey,Rant,en-US,3.82,49255
1645,9534,Orson Scott Card,2000.0,Shadow of the Hegemon,"Shadow of the Hegemon (Ender's Shadow, #2)",en-US,3.93,58991
1647,505304,"Janette Sebring Lowrey, Gustaf Tenggren",1942.0,The Poky Little Puppy (a Little Golden Book),The Poky Little Puppy (A Little Golden Book),eng,4.08,62571
1648,5196,Maeve Binchy,1998.0,Tara Road,Tara Road,eng,3.88,60154
1649,37677,Jack London,1906.0,The Call of the Wild / White Fang,The Call of the Wild/White Fang,eng,4.08,61126
1650,13188676,Tahereh Mafi,2014.0,"Ignite Me (Shatter Me, #3)","Ignite Me (Shatter Me, #3)",eng,4.44,83767
1651,568645,Ally Carter,2007.0,Cross My Heart and Hope to Spy,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",en-US,4.13,69733
1652,285205,Patricia Briggs,2007.0,Blood Bound,"Blood Bound (Mercy Thompson, #2)",eng,4.31,84677
1653,12216302,Jim Butcher,2012.0,Cold Days,"Cold Days (The Dresden Files, #14)",en-US,4.51,57779
1654,17204,Kate Jacobs,2006.0,The Friday Night Knitting Club,"The Friday Night Knitting Club (Friday Night Knitting Club, #1)",eng,3.41,60812
1655,38743,James Herriot,1973.0,All Things Bright and Beautiful,All Things Bright and Beautiful (All Creatures Great and Small),en-US,4.3,57626
1656,6759,David Foster Wallace,1996.0,Infinite Jest,Infinite Jest,en-US,4.31,46742
1657,18297707,Emma Chase,2013.0,Tangled,"Tangled (Tangled, #1)",eng,4.12,59705
1658,530965,John Wyndham,1951.0,The Day of the Triffids,The Day of the Triffids,eng,4.0,58945
1659,9850443,"Patrick deWitt, Marcelo Barbão",2011.0,The Sisters Brothers,The Sisters Brothers,eng,3.83,51694
1660,6905012,Shilpi Somaya Gowda,2010.0,Secret Daughter,Secret Daughter,en-US,3.97,52734
1661,6693,"Roald Dahl, Quentin Blake",1970.0,Fantastic Mr Fox,Fantastic Mr. Fox,eng,4.03,66015
1662,68591,"Paulo Coelho, Montserrat Mira",1990.0,Brida,Brida,por,3.46,45905
1663,18521,Virginia Woolf,1929.0,A Room of One's Own,A Room of One's Own,eng,4.1,59868
1664,1268479,Brandon Sanderson,2009.0,Warbreaker,"Warbreaker (Warbreaker, #1)",eng,4.22,55948
1665,42038,"William Shakespeare, Katherine Duncan-Jones",1592.0,Sonnets,Shakespeare's Sonnets,en-US,4.24,58291
1666,8492856,Sarah Dessen,2011.0,What Happened to Goodbye,What Happened to Goodbye,eng,3.97,69636
1667,23437156,Leigh Bardugo,2015.0,Six of Crows,"Six of Crows (Six of Crows, #1)",eng,4.46,90202
1668,17020,Maureen Johnson,2005.0,13 Little Blue Envelopes,"13 Little Blue Envelopes (Little Blue Envelope, #1)",eng,3.65,66950
1669,104189,"Ron Hall, Denver Moore, Lynn Vincent",2005.0,Same Kind of Different as Me,Same Kind of Different as Me,en-US,4.21,52964
1670,23734628,Rainbow Rowell,2015.0,Carry On,Carry On,eng,4.19,46197
1671,10235,Tracy Kidder,2003.0,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World","Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World",eng,4.21,53019
1672,18149927,Jodi Ellen Malpas,2013.0,Beneath This Man ,"Beneath This Man (This Man, #2)",eng,4.3,44170
1673,9579634,Mark  Lawrence,2011.0,Prince of Thorns,"Prince of Thorns (The Broken Empire, #1)",eng,3.87,54173
1674,5187,Jane Hamilton,1988.0,The Book of Ruth,The Book of Ruth,en-US,3.82,56842
1676,7661,Michael Crichton,2006.0,Next,Next,en-US,3.48,53487
1678,27494,Walt Whitman,1855.0,Leaves of Grass,Leaves of Grass,eng,4.12,57763
1679,114159,Nora Roberts,2004.0,Blue Dahlia,"Blue Dahlia (In the Garden, #1)",eng,4.11,57413
1680,32067,"D.H. Lawrence, Doris Lessing, Chester Brown",1928.0,Lady Chatterley's Lover,Lady Chatterley's Lover,eng,3.49,46541
1681,10079321,Lev Grossman,2011.0,The Magician King,"The Magician King (The Magicians, #2)",en-US,3.9,52061
1682,1171,Michael   Lewis,1989.0,Liar's Poker: Rising Through the Wreckage on Wall Street,Liar's Poker,en-US,4.16,22315
1684,10915,Jodi Picoult,2001.0,Salem Falls,Salem Falls,en-US,3.8,59930
1685,189802,"David Eddings, Leigh Eddings",1995.0,Belgarath the Sorcerer,Belgarath the Sorcerer,en-US,4.07,59737
1686,53764,Frank Herbert,1977.0,The Great Dune Trilogy,The Great Dune Trilogy  ,en-GB,4.35,51454
1687,25893709,"Elizabeth Strout, Goran Skrobonja",2016.0,My Name Is Lucy Barton,My Name Is Lucy Barton,eng,3.51,49578
1688,1158967,Sarah Addison Allen,2007.0,Garden Spells,"Garden Spells (Waverley Family, #1)",eng,4.06,65409
1689,8058301,Jim Butcher,2011.0,Ghost Story,"Ghost Story (The Dresden Files,  #13)",eng,4.25,59657
1690,36529,Frederick Douglass,1845.0,Narrative of the Life of Frederick Douglass,Narrative of the Life of Frederick Douglass,eng,3.97,55576
1691,10412,"Greg Behrendt, Liz Tuccillo",2004.0,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,eng,3.65,49015
1692,44659,David Eddings,1982.0,Pawn of Prophecy,"Pawn of Prophecy (The Belgariad, #1)",eng,4.16,67451
1693,40317,Janet Evanovich,2007.0,Lean Mean Thirteen,"Lean Mean Thirteen (Stephanie Plum, #13)",en-US,4.08,73839
1694,41684,"Rudyard Kipling, Alev Lytle Croutier",1895.0,The Jungle Books,The Jungle Books,eng,4.0,68750
1695,27266,Rachel Caine,2006.0,Glass Houses,"Glass Houses (The Morganville Vampires, #1)",en-US,3.92,77454
1697,342445,"Peter David, Robin Furth, Jae Lee, Richard Isanove, Stephen King",2007.0,The Dark Tower: The Gunslinger Born,The Dark Tower: The Gunslinger Born,eng,4.18,60746
1698,21104828,Kate Morton,2015.0,The Lake House,The Lake House,eng,4.04,46348
1699,15811545,Ruth Ozeki,2013.0,A Tale for the Time Being,A Tale for the Time Being,eng,3.98,51580
1701,17200687,"Jay Crownover, Charlotte Connan de vries",2012.0,Rule,"Rule (Marked Men, #1)",eng,4.16,79077
1703,9592,Kurt Vonnegut Jr.,1961.0,Mother Night,Mother Night,en-US,4.21,52249
1704,28815,Robert B. Cialdini,1984.0,Influence: The Psychology of Persuasion,Influence: The Psychology of Persuasion,eng,4.18,45874
1706,232576,Louise Fitzhugh,1964.0,Harriet the Spy,Harriet the Spy (Harriet the Spy #1),eng,3.96,77575
1707,20821087,Sarah Waters,2014.0,The Paying Guests,The Paying Guests,en-US,3.39,44839
1708,16433,Dean Koontz,2005.0,Forever Odd,"Forever Odd (Odd Thomas, #2)",en-US,3.96,54958
1709,7507825,Bill Bryson,2010.0,At Home: A Short History of Private Life,At Home: A Short History of Private Life,eng,3.96,55296
1711,338691,Louise Penny,2005.0,Still Life,"Still Life (Chief Inspector Armand Gamache, #1)",eng,3.91,59317
1713,12557,Amy Tan,1991.0,The Kitchen God's Wife,The Kitchen God's Wife,en-US,3.98,58836
1715,12971616,Pittacus Lore,2012.0,The Rise of Nine,"The Rise of Nine (Lorien Legacies, #3)",eng,4.2,70196
1717,5454,Ann Brashares,2003.0,The Second Summer of the Sisterhood,"The Second Summer of the Sisterhood (Sisterhood, #2)",en-US,3.78,67357
1718,32435,Dean Koontz,1983.0,Phantoms,Phantoms,en-US,3.93,56287
1720,175510,Oswald Chambers,1926.0,My Utmost for His Highest,My Utmost for His Highest,eng,4.39,47720
1721,34494,Terry Pratchett,2003.0,The Wee Free Men,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",eng,4.25,63635
1722,11710373,Diana Gabaldon,2014.0,Written in My Own Heart's Blood,"Written in My Own Heart's Blood (Outlander, #8)",eng,4.5,46663
1723,7402393,Andrea Cremer,2010.0,Nightshade,Nightshade (Nightshade #1; Nightshade World #4),eng,4.03,69534
1725,100464,Cornelia Funke,1997.0,Drachenreiter,"Dragon Rider (Dragon Rider, #1)",eng,3.94,61387
1726,357,Douglas Adams,1988.0,The Long Dark Tea-Time of the Soul,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",en-US,4.05,59276
1727,22544764,Naomi Novik,2015.0,Uprooted,Uprooted,eng,4.13,61454
1728,22816087,Neal Stephenson,2015.0,Seveneves,Seveneves,eng,3.98,44612
1729,16278318,Ernest Cline,2015.0,Armada,Armada,en-GB,3.49,49958
1730,6736971,Peter V. Brett,2010.0,The Desert Spear,"The Desert Spear (Demon Cycle, #2)",eng,4.24,53143
1731,209194,Agatha Christie,1924.0,The Man in the Brown Suit,The Man in the Brown Suit,eng,3.97,56053
1732,5352,John Grisham,2002.0,The Summons,The Summons,eng,3.68,53304
1733,139069,Alfred Lansing,1959.0,Endurance: Shackleton's incredible voyage,Endurance: Shackleton's Incredible Voyage,eng,4.36,50142
1734,23220,Meg Cabot,2005.0,"Size 12 Is Not Fat (Heather Wells, #1)","Size 12 Is Not Fat (Heather Wells, #1)",en-US,3.75,66089
1735,27833670,Blake Crouch,2016.0,Dark Matter,Dark Matter,eng,4.11,63814
1736,23174274,Victoria Aveyard,2016.0,Glass Sword,"Glass Sword (Red Queen, #2)",eng,3.95,78405
1737,5310515,Rebecca Stead,2009.0,When You Reach Me,When You Reach Me,en-US,4.08,64430
1738,2666,Tom Wolfe,1987.0,The Bonfire of the Vanities,The Bonfire of the Vanities,eng,3.81,52062
1739,23899174,Judy Blume,2015.0,In the Unlikely Event,In the Unlikely Event,eng,3.51,40885
1740,131359,Agatha Christie,1937.0,Death on the Nile,"Death on the Nile (Hercule Poirot, #17)",eng,4.06,64949
1741,207153,Phyllis Reynolds Naylor,1991.0,Shiloh,"Shiloh (Shiloh, #1)",eng,3.91,59585
1742,14061955,Leigh Bardugo,2013.0,Siege and Storm,"Siege and Storm (Shadow and Bone, #2)",eng,4.08,78658
1744,6050678,Scott Westerfeld,2009.0,Leviathan,"Leviathan (Leviathan, #1)",en-US,3.91,69065
1745,13153,James Patterson,1995.0,Hide and Seek,Hide and Seek,en-US,4.1,53038
1747,14756,Jennifer Weiner,2005.0,Goodnight Nobody,Goodnight Nobody,en-US,3.64,51748
1748,263050,Ben Sherwood,2004.0,The Death and Life of Charlie St. Cloud,The Death and Life of Charlie St. Cloud,eng,4.01,46361
1749,4866,Dale Carnegie,1944.0,How to Stop Worrying and Start Living,How to Stop Worrying and Start Living,en-GB,4.08,46797
1750,114145,Nora Roberts,1994.0,Born in Fire ,"Born in Fire (Born In Trilogy, #1)",en-US,4.21,56901
1751,77262,Barbara Kingsolver,1990.0,Animal Dreams,Animal Dreams,eng,4.05,51007
1752,11561469,Rebecca Donovan,2011.0,Reason to Breathe,"Reason to Breathe (Breathing, #1)",eng,4.23,68676
1753,6485421,Cassandra Clare,2009.0,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",eng,4.57,55518
1754,14554,Sidney Sheldon,1985.0,If Tomorrow Comes,"If Tomorrow Comes (Tracy Whitney Series, #1)",eng,4.01,44722
1755,276287,"M.C. Escher, Bruce Brooks Pfeiffer",1956.0,M.C. Escher: grafiek en tekeningen,M.C. Escher: The Graphic Work,eng,3.93,50047
1756,27252,Donna Woolfolk Cross,1996.0,Pope Joan,Pope Joan,eng,4.06,51385
1757,6259,Sebastian Faulks,1993.0,Birdsong,Birdsong,eng,4.07,49930
1758,121127,Terry Goodkind,2000.0,"Faith of the Fallen  (Sword of Truth, #6)","Faith of the Fallen (Sword of Truth, #6)",en-US,4.11,53676
1759,7243142,Brandon Mull,2010.0,"Fablehaven: Keys to the Demon Prison (Fablehaven, #5)","Keys to the Demon Prison (Fablehaven, #5)",eng,4.42,58481
1760,6346975,Joshua Foer,2011.0,Moonwalking with Einstein: The Art and Science of Remembering Everything,Moonwalking with Einstein: The Art and Science of Remembering Everything,eng,3.85,48816
1761,5176,Sue Miller,1998.0,While I Was Gone,While I Was Gone,eng,3.67,52244
1762,33668,"James Patterson, Maxine Paetro",2005.0,"4th of July (Women's Murder Club, #4)","4th of July (Women's Murder Club, #4)",eng,4.04,55637
1763,2179276,Eoin Colfer,2008.0,The Time Paradox,"The Time Paradox (Artemis Fowl, #6)",en-US,4.07,61987
1765,12680907,Kristin Cashore,2012.0,Bitterblue,"Bitterblue (Graceling Realm, #3)",eng,4.01,74479
1766,6604794,Jandy Nelson,2010.0,The Sky Is Everywhere,The Sky Is Everywhere,eng,4.04,61937
1767,34504,Terry Pratchett,1988.0,Wyrd Sisters,"Wyrd Sisters (Discworld, #6; Witches #2)",eng,4.11,60472
1768,17617277,Katy Evans,2013.0,Real,"Real (Real, #1)",eng,4.21,83000
1769,15729539,Joe Hill,2013.0,NOS4A2,NOS4A2,eng,4.06,50181
1770,337113,"Anne Brontë, Stevie Davies",1848.0,The Tenant of Wildfell Hall,The Tenant of Wildfell Hall,eng,3.91,59408
1771,272895,"Walter Farley, Keith Ward",1941.0,The Black Stallion,"The Black Stallion (The Black Stallion, #1)",eng,4.18,60720
1772,13600318,S.C. Stephens,2013.0,Reckless,"Reckless (Thoughtless, #3)",en-US,4.42,69657
1773,65111,"Lemony Snicket, Brett Helquist",2004.0,The Grim Grotto,"The Grim Grotto (A Series of Unfortunate Events, #11)",en-US,3.99,73492
1774,581409,Tomie dePaola,1975.0,Strega Nona,Strega Nona,eng,4.22,65259
1775,11381643,R.L. Mathewson,2011.0,Playing for Keeps,"Playing for Keeps (Neighbor from Hell, #1)",eng,4.08,85266
1776,187633,"David Bayles, Ted Orland",1993.0,Art & Fear: Observations on the Perils (and Rewards) of Artmaking,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,eng,3.67,47688
1778,11918,Kelley Armstrong,2001.0,Bitten,"Bitten (Women of the Otherworld, #1)",eng,4.06,71988
1779,8705784,C.C. Hunter,2011.0,Born at Midnight,"Born at Midnight (Shadow Falls, #1)",en-US,4.13,68084
1780,191113,Mo Willems,2003.0,Don't Let the Pigeon Drive the Bus,Don't Let the Pigeon Drive the Bus!,eng,4.29,59698
1781,17347389,Maggie Stiefvater,2013.0,The Dream Thieves,"The Dream Thieves (The Raven Cycle, #2)",eng,4.27,75637
1782,264,"Henry James, Patricia Crick",1881.0,The Portrait of a Lady,The Portrait of a Lady,eng,3.76,55019
1784,99300,Charlotte Perkins Gilman,1892.0,The Yellow Wallpaper,The Yellow Wallpaper and Other Stories,eng,4.02,64690
1785,26245850,Noah Hawley,2016.0,Before the Fall,Before the Fall,eng,3.76,48807
1787,24813,Bill Watterson,1995.0,The Calvin and Hobbes Tenth Anniversary Book,The Calvin and Hobbes Tenth Anniversary Book,eng,4.63,48280
